Код основного товара,Группа,Ед.изм.,Поставщик,Описание товара,Характеристика:цвет,Характеристика:размер,Наименование модификации,Код модификации,Штрихкод по умолчанию,Остаток,Цена продажи,Наименование основного товара,Артикул,material,uteplitel,podkladka,siluet,dlina_izdeliya,rukav,dlina_rukava,zastezhka,kapushon,vorotnik,poyas,karmany,koketka,uhod
"25668","Женские пальто","шт","","","Светло коричневый 147449","42","Пальто: К473-9 (Светло коричневый 147449, 42)","0003472","2000000110080","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Светло коричневый 147449","44","Пальто: К473-9 (Светло коричневый 147449, 44)","0003473","2000000110097","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Светло коричневый 147449","46","Пальто: К473-9 (Светло коричневый 147449, 46)","0003474","2000000110103","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Серый s-62","38","Пальто: К473-9 (Серый s-62, 38)","0003475","2000000110110","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Серый s-62","40","Пальто: К473-9 (Серый s-62, 40)","0003476","2000000110127","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Серый s-62","42","Пальто: К473-9 (Серый s-62, 42)","0003477","2000000110134","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Серый s-62","44","Пальто: К473-9 (Серый s-62, 44)","0003478","2000000110141","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Серый s-62","46","Пальто: К473-9 (Серый s-62, 46)","0003479","2000000110158","1","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Темно бежевый 142730","38","Пальто: К473-9 (Темно бежевый 142730, 38)","0003480","2000000110165","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Темно бежевый 142730","40","Пальто: К473-9 (Темно бежевый 142730, 40)","0003481","2000000110172","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
"25668","Женские пальто","шт","","","Темно бежевый 142730","42","Пальто: К473-9 (Темно бежевый 142730, 42)","0003482","2000000110189","0","8500","Пальто: К473-9","К473-9","","","","","","","","","","","","","",""
