Код основного товара,Группа,Ед.изм.,Поставщик,Описание товара,Характеристика:цвет,Характеристика:размер,Наименование модификации,Код модификации,Штрихкод по умолчанию,Остаток,Цена продажи,Наименование основного товара,Артикул,material,uteplitel,podkladka,siluet,dlina_izdeliya,rukav,dlina_rukava,zastezhka,kapushon,vorotnik,poyas,karmany,koketka,uhod
"25872","Женские пальто","шт","","От бирюзово-зеленого до кадетского синего, от ультрамариново-синего до перламутрово-фиолетового, от океанской сини до до светлого сине-серого, от хаки до желтовато серого, оттенки зеленого, персика, бордо и алого, оранжевого, бежевого и желтого — и, пожалуй, это еще не весь список сочетаний с синим. 
Такой оттенок синего подойдет обладательницам цветотипов «зима» и «лето».","Синий 145741","48","Пальто: К540-11 (Синий 145741, 48)","0005110","2000000128771","0","8900","Пальто: К540-11","К540-11","","","","","","","","","","","","","",""
"25890","Женские пальто","шт","","","","","","25890","","0","0","Пальто: 17-00-2","17-00-2","","","","","","","","","","","","","",""
"25890","Женские пальто","шт","","","Светло коричневый","44","Пальто: 17-00-2 (Светло коричневый, 44)","0005253","2000000130323","0","9500","Пальто: 17-00-2","17-00-2","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Пальто свободного силуэта — отличный выбор для тех, кто любит многослойность в одежде, ведь оно естественно скроет весь объем. А кокетка на спине и высокий разрез станут деталями, что придадут нескучное настроение всему образу.","","","","25871","","0","0","Пальто: К537-11","К537-11","60% Шерсть / 40% Полиэстер","Нет","50% Вискоза / 50% Полиэстер","Бойфренд","115см","Вточной","1/1 (63см)","Пуговицы","Нет","Английский","Есть","Есть","На спине","Химчистка"
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: светловато-зеленый, базальтово-серый, бирюзово-зеленый, миндальный, терракотовый, серовато-розовый, винный, различные оттенки голубого, светлая сирень, фисташковый, темно-синий, морковно-красный, кирпичный. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень».","Бежевый 143073","40","Пальто: К537-11 (Бежевый 143073, 40)","0004846","2000000125992","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: светловато-зеленый, базальтово-серый, бирюзово-зеленый, миндальный, терракотовый, серовато-розовый, винный, различные оттенки голубого, светлая сирень, фисташковый, темно-синий, морковно-красный, кирпичный. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень».","Бежевый 143073","42","Пальто: К537-11 (Бежевый 143073, 42)","0004847","2000000126005","1","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: светловато-зеленый, базальтово-серый, бирюзово-зеленый, миндальный, терракотовый, серовато-розовый, винный, различные оттенки голубого, светлая сирень, фисташковый, темно-синий, морковно-красный, кирпичный. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень».","Бежевый 143073","44","Пальто: К537-11 (Бежевый 143073, 44)","0004848","2000000126012","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: светловато-зеленый, базальтово-серый, бирюзово-зеленый, миндальный, терракотовый, серовато-розовый, винный, различные оттенки голубого, светлая сирень, фисташковый, темно-синий, морковно-красный, кирпичный. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень».","Бежевый 143073","46","Пальто: К537-11 (Бежевый 143073, 46)","0004849","2000000126029","3","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: глубоко желто-зеленый, спаржа, бледно-зеленый, хромовый зеленый, миртовый, бледно красно-пурпурный, фталоцианиновый зеленый, светлый синевато-зеленый, перламутрово-опаловый, оливково-зеленый, бобровый, кофейный, бирюза. 
Такой оттенок особенно подойдет обладательницам цветотипов «осень» и «зима».","Марсала 144603","40","Пальто: К537-11 (Марсала 144603, 40)","0004850","2000000126036","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: глубоко желто-зеленый, спаржа, бледно-зеленый, хромовый зеленый, миртовый, бледно красно-пурпурный, фталоцианиновый зеленый, светлый синевато-зеленый, перламутрово-опаловый, оливково-зеленый, бобровый, кофейный, бирюза. 
Такой оттенок особенно подойдет обладательницам цветотипов «осень» и «зима».","Марсала 144603","42","Пальто: К537-11 (Марсала 144603, 42)","0004851","2000000126043","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: глубоко желто-зеленый, спаржа, бледно-зеленый, хромовый зеленый, миртовый, бледно красно-пурпурный, фталоцианиновый зеленый, светлый синевато-зеленый, перламутрово-опаловый, оливково-зеленый, бобровый, кофейный, бирюза. 
Такой оттенок особенно подойдет обладательницам цветотипов «осень» и «зима».","Марсала 144603","44","Пальто: К537-11 (Марсала 144603, 44)","0004852","2000000126050","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: глубоко желто-зеленый, спаржа, бледно-зеленый, хромовый зеленый, миртовый, бледно красно-пурпурный, фталоцианиновый зеленый, светлый синевато-зеленый, перламутрово-опаловый, оливково-зеленый, бобровый, кофейный, бирюза. 
Такой оттенок особенно подойдет обладательницам цветотипов «осень» и «зима».","Марсала 144603","46","Пальто: К537-11 (Марсала 144603, 46)","0004853","2000000126067","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","40","Пальто: К537-11 (Серый s-62, 40)","0004854","2000000126074","1","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","42","Пальто: К537-11 (Серый s-62, 42)","0004855","2000000126081","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","44","Пальто: К537-11 (Серый s-62, 44)","0004856","2000000126098","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","46","Пальто: К537-11 (Серый s-62, 46)","0004857","2000000126104","2","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: оранжевый, бежевый, черный, светло-лимонный, аквамариновый, темно-фиолетовый, красный. 
Такой оттенок подойдет обладательницам цветотипа «осень» или «весна».","Хаки 146437","40","Пальто: К537-11 (Хаки 146437, 40)","0004858","2000000126111","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: оранжевый, бежевый, черный, светло-лимонный, аквамариновый, темно-фиолетовый, красный. 
Такой оттенок подойдет обладательницам цветотипа «осень» или «весна».","Хаки 146437","42","Пальто: К537-11 (Хаки 146437, 42)","0004859","2000000126128","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: оранжевый, бежевый, черный, светло-лимонный, аквамариновый, темно-фиолетовый, красный. 
Такой оттенок подойдет обладательницам цветотипа «осень» или «весна».","Хаки 146437","44","Пальто: К537-11 (Хаки 146437, 44)","0004860","2000000126135","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: оранжевый, бежевый, черный, светло-лимонный, аквамариновый, темно-фиолетовый, красный. 
Такой оттенок подойдет обладательницам цветотипа «осень» или «весна».","Хаки 146437","46","Пальто: К537-11 (Хаки 146437, 46)","0004861","2000000126142","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","40","Пальто: К537-11 (Черный, 40)","0004862","2000000126159","1","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","42","Пальто: К537-11 (Черный, 42)","0004863","2000000126166","2","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","44","Пальто: К537-11 (Черный, 44)","0004864","2000000126173","1","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","46","Пальто: К537-11 (Черный, 46)","0004865","2000000126180","1","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: светловато-зеленый, базальтово-серый, бирюзово-зеленый, миндальный, терракотовый, серовато-розовый, винный, различные оттенки голубого, светлая сирень, фисташковый, темно-синий, морковно-красный, кирпичный. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень».","Бежевый 143073","38","Пальто: К537-11 (Бежевый 143073, 38)","0004866","2000000126197","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: глубоко желто-зеленый, спаржа, бледно-зеленый, хромовый зеленый, миртовый, бледно красно-пурпурный, фталоцианиновый зеленый, светлый синевато-зеленый, перламутрово-опаловый, оливково-зеленый, бобровый, кофейный, бирюза. 
Такой оттенок особенно подойдет обладательницам цветотипов «осень» и «зима».","Марсала 144603","38","Пальто: К537-11 (Марсала 144603, 38)","0004868","2000000126210","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Серый — универсальный цвет, к которому лучше подбирать что-то не слишком насыщенное, например, светло-розовый или пыльно-розовый, бледно-лиловый, мягкие оттенки желтого или бирюзового, неяркий мятный, приглушенно-голубой или нежно-зеленый. К темной вариации серого также можно подобрать что-то более насыщенное: например, темно-синий или бордо.
Такой оттенок серого подойдет обладательницам любого цветотипа, но особенно «зимним» девушкам.","Серый s-62","38","Пальто: К537-11 (Серый s-62, 38)","0004869","2000000126227","0","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Наиболее выигрышные сочетания: оранжевый, бежевый, черный, светло-лимонный, аквамариновый, темно-фиолетовый, красный. 
Такой оттенок подойдет обладательницам цветотипа «осень» или «весна».","Хаки 146437","38","Пальто: К537-11 (Хаки 146437, 38)","0004870","2000000126234","1","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25871","Женские пальто","шт","","Черный — универсальный цвет, который можно сочетать практически со всем. Наиболее выигрышно будет смотреться с насыщенными оттенками (красный, фиолетовый, зеленый, желтый, синий и др), а если вы предпочитаете неинтенсивные, более бледные тона, присмотритесь к серому пальто. Выбирая аксессуары, подбирайте их между собой: они не должны быть одного тона (теперь это моветон), выбирайте сочетающиеся между собой или близкие друг другу оттенки.","Черный","38","Пальто: К537-11 (Черный, 38)","0004867","2000000126203","4","8900","Пальто: К537-11","К537-11","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","","","","25917","","0","0","Пальто: К555Р-31","К555Р-32","60% Шерсть / 40% Полиэстер","60% Вискоза / 40% Полиэстер","50% Вискоза / 50% Полиэстер","Бойфренд","115см","С ластовицей","63см с отворотом","Кнопки","Нет","Стойка","Есть","Есть","Нет","Химчистка"
"25917","Женские пальто","шт","","","Бежевая ёлочка 124-4","38","Пальто: К555Р-31 (Бежевая ёлочка 124-4, 38)","0005460","2000000132723","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бежевая ёлочка 124-4","40","Пальто: К555Р-31 (Бежевая ёлочка 124-4, 40)","0005461","2000000132730","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бежевая ёлочка 124-4","42","Пальто: К555Р-31 (Бежевая ёлочка 124-4, 42)","0005462","2000000132747","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бежевая ёлочка 124-4","44","Пальто: К555Р-31 (Бежевая ёлочка 124-4, 44)","0005463","2000000132754","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бежевая ёлочка 124-4","46","Пальто: К555Р-31 (Бежевая ёлочка 124-4, 46)","0005464","2000000132761","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бордовая ёлочка 124-4","38","Пальто: К555Р-31 (Бордовая ёлочка 124-4, 38)","0005465","2000000132778","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бордовая ёлочка 124-4","40","Пальто: К555Р-31 (Бордовая ёлочка 124-4, 40)","0005466","2000000132785","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бордовая ёлочка 124-4","42","Пальто: К555Р-31 (Бордовая ёлочка 124-4, 42)","0005467","2000000132792","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бордовая ёлочка 124-4","44","Пальто: К555Р-31 (Бордовая ёлочка 124-4, 44)","0005468","2000000132808","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Бордовая ёлочка 124-4","46","Пальто: К555Р-31 (Бордовая ёлочка 124-4, 46)","0005469","2000000132815","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Серая ёлочка 124-4","38","Пальто: К555Р-31 (Серая ёлочка 124-4, 38)","0005470","2000000132822","5","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Серая ёлочка 124-4","40","Пальто: К555Р-31 (Серая ёлочка 124-4, 40)","0005471","2000000132839","5","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Серая ёлочка 124-4","42","Пальто: К555Р-31 (Серая ёлочка 124-4, 42)","0005472","2000000132846","5","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Серая ёлочка 124-4","44","Пальто: К555Р-31 (Серая ёлочка 124-4, 44)","0005473","2000000132853","6","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Серая ёлочка 124-4","46","Пальто: К555Р-31 (Серая ёлочка 124-4, 46)","0005474","2000000132860","5","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Синяя ёлочка 124-4","38","Пальто: К555Р-31 (Синяя ёлочка 124-4, 38)","0005475","2000000132877","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Синяя ёлочка 124-4","40","Пальто: К555Р-31 (Синяя ёлочка 124-4, 40)","0005476","2000000132884","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Синяя ёлочка 124-4","42","Пальто: К555Р-31 (Синяя ёлочка 124-4, 42)","0005477","2000000132891","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Синяя ёлочка 124-4","44","Пальто: К555Р-31 (Синяя ёлочка 124-4, 44)","0005478","2000000132907","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25917","Женские пальто","шт","","","Синяя ёлочка 124-4","46","Пальто: К555Р-31 (Синяя ёлочка 124-4, 46)","0005479","2000000132914","0","9900","Пальто: К555Р-31","К555Р-32","","","","","","","","","","","","","",""
"25568","Женские пальто","шт","","Эта модель несомненно подчеркнет женственность, ведь она выполнена в силуэте boyfriend, который позаимствован из мужского гардероба именно с этой целью. Такой силуэт позволит скрыть недостатки верхней части тела своим свободным кроем и выгодно подчеркнет ноги, если надеть что-то обтягивающее. Худые и высокие девушки могут сочетать это пальто также с джинсами boyfriend или с широкими штанами, а каблуки в таком луке только подчеркнут женственность, особенно если оголить щиколотки.","","","","25568","","0","0","Пальто: К474К","К474К","65% Шерсть / 35% Полиэстер","Нет","50% Вискоза / 50% Полиэстер","Бойфренд","90см","Вточной","1/1 (63см)","Пуговицы","Нет","Английский","Нет","Есть","Нет","Химчистка"
"25568","Женские пальто","шт","","","Желтая клетка","44","Пальто: К474К (Желтая клетка, 44)","02844","2000000102696","0","7500","Пальто: К474К","К474К","","","","","","","","","","","","","",""
"25568","Женские пальто","шт","","","Желтая клетка","40","Пальто: К474К (Желтая клетка, 40)","02897","2000000103303","0","7500","Пальто: К474К","К474К","","","","","","","","","","","","","",""
"25568","Женские пальто","шт","","","Желтая клетка","42","Пальто: К474К (Желтая клетка, 42)","02899","2000000103327","0","7500","Пальто: К474К","К474К","","","","","","","","","","","","","",""
"25568","Женские пальто","шт","","","Клетка бежевая","40","Пальто: К474К (Клетка бежевая, 40)","02900","2000000103334","0","7500","Пальто: К474К","К474К","","","","","","","","","","","","","",""
"25568","Женские пальто","шт","","","Клетка бежевая","42","Пальто: К474К (Клетка бежевая, 42)","02901","2000000103341","1","7500","Пальто: К474К","К474К","","","","","","","","","","","","","",""
"25568","Женские пальто","шт","","","Клетка бежевая","44","Пальто: К474К (Клетка бежевая, 44)","02902","2000000103358","0","7500","Пальто: К474К","К474К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","Короткое boyfriend coat на пуговицах, которое отлично будет смотреться как с поясом, так и без. Преимущество пальто boyfriend-силуэта в том, что его можно носить практически с любой обувью! Это могут быть кроссовки или классические туфли без каблука (оксфорды, дерби или лоферы), ботильоны на высоком каблуке или сапоги-чулки. Весной носите объемное пальто с туфлями-лодочками.","","","","25574","","0","0","Пальто: К491К","К491К","65% Шерсть / 35% Полиэстер","Нет","50% Вискоза / 50% Полиэстер","Бойфренд","85см","С ластовицей","60см","Пуговицы","Нет","Английский","Есть","Есть","Нет","Химчистка"
"25574","Женские пальто","шт","","","Голубая клетка","40","Пальто: К491К (Голубая клетка, 40)","02879","2000000103112","1","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Голубая клетка","42","Пальто: К491К (Голубая клетка, 42)","02880","2000000103129","1","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Голубая клетка","44","Пальто: К491К (Голубая клетка, 44)","02881","2000000103136","1","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Голубая клетка","46","Пальто: К491К (Голубая клетка, 46)","02882","2000000103143","1","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид голубой","40","Пальто: К491К (Твид голубой, 40)","02883","2000000103150","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид голубой","42","Пальто: К491К (Твид голубой, 42)","02884","2000000103167","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид голубой","44","Пальто: К491К (Твид голубой, 44)","02885","2000000103174","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид голубой","46","Пальто: К491К (Твид голубой, 46)","02886","2000000103181","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид розовый","40","Пальто: К491К (Твид розовый, 40)","02887","2000000103198","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид розовый","42","Пальто: К491К (Твид розовый, 42)","02888","2000000103204","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид розовый","44","Пальто: К491К (Твид розовый, 44)","02889","2000000103211","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид розовый","46","Пальто: К491К (Твид розовый, 46)","02890","2000000103228","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид синий","40","Пальто: К491К (Твид синий, 40)","03258","2000000107530","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид синий","42","Пальто: К491К (Твид синий, 42)","03259","2000000107547","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид синий","44","Пальто: К491К (Твид синий, 44)","03260","2000000107554","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид сиреневый","42","Пальто: К491К (Твид сиреневый, 42)","03261","2000000107561","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25574","Женские пальто","шт","","","Твид сиреневый","44","Пальто: К491К (Твид сиреневый, 44)","03262","2000000107578","0","7500","Пальто: К491К","К491К","","","","","","","","","","","","","",""
"25547","Женские пальто","шт","","Абсолютный must-have на осень. Самое универсальное пальто на свете: подойдёт всем без исключения! Даже если вы привыкли носить кроссовки, к этому пальто они точно подойдут. Можно надеть с джинсами-скинни и футболкой на прогулку или с юбкой-карандаш и рубашкой на работу, а для романтического образа сочетайте с лодочками, укорочёнными брюками и интересной блузой. Отлично смотрится в распахнутом виде — носите так, пока на улице достаточно тепло. А потом — можно застегнуть на пуговицы или завязать поясом.","","","","25547","","0","0","Пальто: К473","К473","60% Шерсть / 40% Полиэстер","Нет","50% Вискоза / 50% Полиэстер","Бойфренд","90см","Вточной","1/1 (63см)","Пуговицы","Нет","Английский","Есть","Есть","Нет","Химчистка"
"25547","Женские пальто","шт","","Наиболее выигрышные сочетания: светлые оттенки цвета морской волны, бледно-голубичный, бежевый, нежно-розовый, коричневый, нежно-салатовый, голубой, мятный, светлая сирень, фисташковый, темно-синий, морковно-красный, серый. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень» и некоторым «летним» девушкам. <a href="/kak-opredelit-svoj-tsvetotip/" style="color: #00AA5B">Как определить свой цветотип?</a>","Персиковый 142055","40","Пальто: К473 (Персиковый 142055, 40)","03039","2000000104935","0","7000","Пальто: К473","К473","","","","","","","","","","","","","",""
"25547","Женские пальто","шт","","Наиболее выигрышные сочетания: светловато-зеленый, базальтово-серый, бирюзово-зеленый, миндальный, терракотовый, серовато-розовый, винный, различные оттенки голубого, светлая сирень, фисташковый, темно-синий, морковно-красный, кирпичный. 
Такой оттенок особенно подойдет обладательницам цветотипов «весна» или «осень». <a href="/kak-opredelit-svoj-tsvetotip/" style="color: #00AA5B">Как определить свой цветотип?</a>","Бежевый 143073","42","Пальто: К473 (Бежевый 143073, 42)","03032","2000000104867","0","7000","Пальто: К473","К473","","","","","","","","","","","","","",""
"25547","Женские пальто","шт","","","Бордовый 144579","40","Пальто: К473 (Бордовый 144579, 40)","02652","2000000100531","0","7000","Пальто: К473","К473","","","","","","","","","","","","","",""
"25547","Женские пальто","шт","","","Бордовый 144579","42","Пальто: К473 (Бордовый 144579, 42)","02653","2000000100548","0","7000","Пальто: К473","К473","","","","","","","","","","","","","",""
"25547","Женские пальто","шт","","","Бордовый 144579","44","Пальто: К473 (Бордовый 144579, 44)","02654","2000000100555","0","7000","Пальто: К473","К473","","","","","","","","","","","","","",""
"25547","Женские пальто","шт","","","Бордовый 144579","46","Пальто: К473 (Бордовый 144579, 46)","02655","2000000100562","0","7000","Пальто: К473","К473","","","","","","","","","","","","","",""
"25547","Женские пальто","шт","","Наиболее выигрышные сочетания: оттенки фиолетового, синего, охры, горчичного, светло-зеленого, бежевого, голубого, розового, морской волны, красного, светло-мятного, серого.
Такой оттенок подойдет обладательницам цветотипов «осень», «весна» и «лето». <a href="/kak-opredelit-svoj-tsvetotip/" style="color: #00AA5B">Как определить свой цветотип?</a>","Желтый 142086","40","Пальто: К473 (Желтый 142086, 40)","02656","2000000100579","1","7000","Пальто: К473","К473","","","","","","","","","","","","","",""
"25547","Женские пальто","шт","","Наиболее выигрышные сочетания: оттенки фиолетового, синего, охры, горчичного, светло-зеленого, бежевого, голубого, розового, морской волны, красного, светло-мятного, серого.
Такой оттенок подойдет обладательницам цветотипов «осень», «весна» и «лето». <a href="/kak-opredelit-svoj-tsvetotip/" style="color: #00AA5B">Как определить свой цветотип?</a>","Желтый 142086","42","Пальто: К473 (Желтый 142086, 42)","02657","2000000100586","0","7000","Пальто: К473","К473","","","","","","","","","","","","","",""
